CID	X	Y	CellType	CellTypeName	Region	Dist2Interface
HumanMelanomaPatient1__cell_5201	4474.96415996083	-6571.38060579394	Fibroblast	Fibroblasts	Outer margin	-177.272858765499
HumanMelanomaPatient1__cell_5202	4507.03877301118	-6570.25890641654	Fibroblast	Fibroblasts	Outer margin	-200.664666013672
HumanMelanomaPatient1__cell_5203	4497.32807593434	-6572.57313487758	Fibroblast	Fibroblasts	Outer margin	-194.589727152794
HumanMelanomaPatient1__cell_5204	4510.73404274243	-6573.51250683659	Fibroblast	Fibroblasts	Outer margin	-205.579754705034
HumanMelanomaPatient1__cell_5210	4347.09711929622	-6586.37899982777	Fibroblast	Fibroblasts	Outer margin	-120.215178821476
HumanMelanomaPatient1__cell_5212	4353.12609593088	-6594.74796717488	Fibroblast	Fibroblasts	Outer margin	-129.524571518555
HumanMelanomaPatient1__cell_5219	4400.1803111755	-6618.36613919802	Fibroblast	Fibroblasts	Outer margin	-167.12336397779
HumanMelanomaPatient1__cell_5229	4394.13759009675	-6640.66652380233	Fibroblast	Fibroblasts	Outer margin	-185.225629422997
HumanMelanomaPatient1__cell_5231	4369.58361439419	-6645.27290881032	Fibroblast	Fibroblasts	Outer margin	-182.398910956965
HumanMelanomaPatient1__cell_5232	4268.46928643231	-6648.83168543046	Fibroblast	Fibroblasts	Outer margin	-134.85976648184
HumanMelanomaPatient1__cell_5234	4414.72434574349	-6661.96165139661	Fibroblast	Fibroblasts	Outer margin	-212.796009657024
HumanMelanomaPatient1__cell_5236	4473.99116317546	-6670.12547103595	Fibroblast	Fibroblasts	Outer margin	-249.667164090785
HumanMelanomaPatient1__cell_5238	4275.41193115541	-6675.8870529239	Fibroblast	Fibroblasts	Outer margin	-161.858673907135
HumanMelanomaPatient1__cell_5241	4627.21915825212	-6686.64518405352	Fibroblast	Fibroblasts	Stroma	-367.445421718983
HumanMelanomaPatient1__cell_5242	4668.5207679828	-6687.57758185035	Fibroblast	Fibroblasts	Stroma	-400.205252326948
HumanMelanomaPatient1__cell_5245	4412.61323767444	-6690.50577115593	Fibroblast	Fibroblasts	Outer margin	-238.376613566358
HumanMelanomaPatient1__cell_5253	4420.86747668022	-6701.85677918586	Fibroblast	Fibroblasts	Stroma	-251.948138776168
HumanMelanomaPatient1__cell_5254	4221.96276747804	-6707.99374301906	Fibroblast	Fibroblasts	Outer margin	-170.464724485275
HumanMelanomaPatient1__cell_5269	4316.67023002206	-6747.83546994662	Fibroblast	Fibroblasts	Outer margin	-237.935226650428
HumanMelanomaPatient1__cell_5270	4327.53643196666	-6747.03191781566	Fibroblast	Fibroblasts	Outer margin	-237.969795495998
HumanMelanomaPatient1__cell_5272	4266.19252521758	-6756.00261037643	Fibroblast	Fibroblasts	Outer margin	-231.95341562478
HumanMelanomaPatient1__cell_5274	4407.11331575823	-6786.30354946884	Fibroblast	Fibroblasts	Stroma	-286.52351144466
HumanMelanomaPatient1__cell_7105	3774.82730646196	-6360.50528407647	Fibroblast	Fibroblasts	Inner margin	58.9517600750683
HumanMelanomaPatient1__cell_7124	3780.98085891521	-6369.85411157109	Fibroblast	Fibroblasts	Inner margin	48.3400612881407
HumanMelanomaPatient1__cell_7126	3906.69604979202	-6374.14691280733	Fibroblast	Fibroblasts	Inner margin	71.9765370062765
HumanMelanomaPatient1__cell_7131	3936.18320930248	-6379.86474770742	Fibroblast	Fibroblasts	Inner margin	75.9736847870474
HumanMelanomaPatient1__cell_7132	3774.7456382914	-6376.60586794493	Fibroblast	Fibroblasts	Inner margin	43.799754173191
HumanMelanomaPatient1__cell_7142	4177.56816999082	-6380.61632790424	Fibroblast	Fibroblasts	Inner margin	151.708320300762
HumanMelanomaPatient1__cell_7143	3986.16349659021	-6378.44441197632	Fibroblast	Fibroblasts	Inner margin	119.995420356469
HumanMelanomaPatient1__cell_7144	3992.32353052344	-6385.22000728096	Fibroblast	Fibroblasts	Inner margin	121.816402795687
HumanMelanomaPatient1__cell_7158	3965.26088764779	-6395.46898693393	Fibroblast	Fibroblasts	Inner margin	94.492335906532
HumanMelanomaPatient1__cell_7159	3898.7152571734	-6398.83057311841	Fibroblast	Fibroblasts	Inner margin	47.7178386096993
HumanMelanomaPatient1__cell_7173	3893.72576487365	-6410.57024312352	Fibroblast	Fibroblasts	Inner margin	35.0434481058848
HumanMelanomaPatient1__cell_7174	3817.37943872102	-6409.6115323673	Fibroblast	Fibroblasts	Outer margin	-13.9243834009836
HumanMelanomaPatient1__cell_7175	3847.77869541369	-6415.49140739215	Fibroblast	Fibroblasts	Outer margin	-40.2146639118545
HumanMelanomaPatient1__cell_7182	3791.70195380264	-6416.99029353098	Fibroblast	Fibroblasts	Outer margin	-19.7205543323955
HumanMelanomaPatient1__cell_7186	3831.46588370752	-6416.67164279575	Fibroblast	Fibroblasts	Outer margin	-29.494221496147
HumanMelanomaPatient1__cell_7189	3874.23775033109	-6421.70557505436	Fibroblast	Fibroblasts	Outer margin	-23.798184710204
HumanMelanomaPatient1__cell_7192	4048.69842415561	-6418.80489543905	Fibroblast	Fibroblasts	Inner margin	153.44703241409
HumanMelanomaPatient1__cell_7195	3963.35688443163	-6420.72128292028	Fibroblast	Fibroblasts	Inner margin	77.9139422064639
HumanMelanomaPatient1__cell_7199	3940.69721370115	-6429.72470009268	Fibroblast	Fibroblasts	Inner margin	53.8925580966514
HumanMelanomaPatient1__cell_7202	3973.42643122774	-6430.73921888813	Fibroblast	Fibroblasts	Inner margin	80.4092295916331
HumanMelanomaPatient1__cell_7207	3831.44325960128	-6429.15112532411	Fibroblast	Fibroblasts	Outer margin	-36.8894401816835
HumanMelanomaPatient1__cell_7208	3852.15711506815	-6432.14036215992	Fibroblast	Fibroblasts	Outer margin	-46.831855418046
HumanMelanomaPatient1__cell_7211	4206.73220427753	-6430.40701704685	Fibroblast	Fibroblasts	Inner margin	94.1154778279423
HumanMelanomaPatient1__cell_7213	3776.63124903642	-6433.19566667962	Fibroblast	Fibroblasts	Outer margin	-28.3374706039933
HumanMelanomaPatient1__cell_7231	3946.00809572722	-6446.16517091842	Fibroblast	Fibroblasts	Inner margin	49.0094790395725
HumanMelanomaPatient1__cell_7232	3862.58475094329	-6445.49796478397	Fibroblast	Fibroblasts	Outer margin	-41.4469305660406
HumanMelanomaPatient1__cell_7238	4069.13734235668	-6450.32058883299	Fibroblast	Fibroblasts	Inner margin	148.462616691446
HumanMelanomaPatient1__cell_7240	4180.96896394878	-6449.51983958591	Fibroblast	Fibroblasts	Inner margin	93.6188546337071
HumanMelanomaPatient1__cell_7243	3794.43612953173	-6455.42660514589	Fibroblast	Fibroblasts	Inner margin	18.3118996253276
HumanMelanomaPatient1__cell_7252	3965.53074910067	-6461.45510753547	Fibroblast	Fibroblasts	Inner margin	66.9729932555007
HumanMelanomaPatient1__cell_7261	4082.31283943729	-6463.28569461875	Fibroblast	Fibroblasts	Inner margin	132.911096580868
HumanMelanomaPatient1__cell_7262	4007.62258066763	-6462.02890407887	Fibroblast	Fibroblasts	Inner margin	107.87516177801
HumanMelanomaPatient1__cell_7271	3814.72477149717	-6465.50557487417	Fibroblast	Fibroblasts	Inner margin	28.715294172205
HumanMelanomaPatient1__cell_7275	3822.3040056835	-6469.08562513783	Fibroblast	Fibroblasts	Inner margin	30.443361157756
HumanMelanomaPatient1__cell_7278	4190.03083257685	-6468.20464200311	Fibroblast	Fibroblasts	Inner margin	74.3920754573509
HumanMelanomaPatient1__cell_7280	3964.93191068895	-6469.68301345756	Fibroblast	Fibroblasts	Inner margin	68.5524929845574
HumanMelanomaPatient1__cell_7281	3995.07408118563	-6469.38177741908	Fibroblast	Fibroblasts	Inner margin	96.8861107762902
HumanMelanomaPatient1__cell_7291	3999.42763088495	-6476.97251065885	Fibroblast	Fibroblasts	Inner margin	99.165339288358
HumanMelanomaPatient1__cell_7299	3939.09437747321	-6486.42881497519	Fibroblast	Fibroblasts	Inner margin	41.4314712222169
HumanMelanomaPatient1__cell_7322	4150.59066995256	-6492.53742359824	Fibroblast	Fibroblasts	Inner margin	87.782874503783
HumanMelanomaPatient1__cell_7326	3840.74016239228	-6496.22462393428	Fibroblast	Fibroblasts	Inner margin	48.2679580774465
HumanMelanomaPatient1__cell_7328	3902.5320940741	-6498.06799506458	Fibroblast	Fibroblasts	Outer margin	-38.3701847859779
HumanMelanomaPatient1__cell_7333	4117.80204105546	-6501.11971975203	Fibroblast	Fibroblasts	Inner margin	87.9873331903493
HumanMelanomaPatient1__cell_7336	4072.13651254268	-6501.34127199301	Fibroblast	Fibroblasts	Inner margin	100.790113000127
HumanMelanomaPatient1__cell_7340	4064.26774345066	-6507.90880093165	Fibroblast	Fibroblasts	Inner margin	94.0987417633902
HumanMelanomaPatient1__cell_7344	4074.45567580594	-6509.08629690045	Fibroblast	Fibroblasts	Inner margin	92.7925895414758
HumanMelanomaPatient1__cell_7347	3952.83964107516	-6513.57323194609	Fibroblast	Fibroblasts	Inner margin	62.9504460333566
HumanMelanomaPatient1__cell_7348	4166.8128606564	-6515.69439545842	Fibroblast	Fibroblasts	Inner margin	65.405852116171
HumanMelanomaPatient1__cell_7350	3994.29323629503	-6516.06333750985	Fibroblast	Fibroblasts	Inner margin	95.1494676386081
HumanMelanomaPatient1__cell_7351	4060.98908284935	-6518.91941991947	Fibroblast	Fibroblasts	Inner margin	83.2215678342729
HumanMelanomaPatient1__cell_7355	4205.96766638837	-6523.7824408443	Fibroblast	Fibroblasts	Inner margin	41.3103578594508
HumanMelanomaPatient1__cell_7362	4199.6286737752	-6532.86562718698	Fibroblast	Fibroblasts	Inner margin	35.1362755273287
HumanMelanomaPatient1__cell_7367	4219.08986562427	-6532.80279104033	Fibroblast	Fibroblasts	Outer margin	-23.2406487037238
HumanMelanomaPatient1__cell_7370	4116.42750576372	-6534.77074870146	Fibroblast	Fibroblasts	Inner margin	55.6677139600569
HumanMelanomaPatient1__cell_7373	3987.18615223226	-6536.37936251178	Fibroblast	Fibroblasts	Inner margin	82.5022919790929
HumanMelanomaPatient1__cell_7378	4033.61998948957	-6542.67195114557	Fibroblast	Fibroblasts	Inner margin	64.4243068783478
HumanMelanomaPatient1__cell_7380	4233.17663271918	-6541.16195401777	Fibroblast	Fibroblasts	Outer margin	-34.5585675077867
HumanMelanomaPatient1__cell_7381	3986.87829969906	-6545.85550684615	Fibroblast	Fibroblasts	Inner margin	74.0388603627686
HumanMelanomaPatient1__cell_7382	4039.02421567052	-6548.21709052341	Fibroblast	Fibroblasts	Inner margin	65.8298086054833
HumanMelanomaPatient1__cell_7385	4164.67985180753	-6547.44191379832	Fibroblast	Fibroblasts	Inner margin	39.7640758197853
HumanMelanomaPatient1__cell_7392	3955.81634002817	-6549.50569594993	Fibroblast	Fibroblasts	Inner margin	71.731433974803
HumanMelanomaPatient1__cell_7396	4079.98866991276	-6555.0441045941	Fibroblast	Fibroblasts	Inner margin	46.5175575212035
HumanMelanomaPatient1__cell_7417	3821.12812423239	-6566.0380623904	Fibroblast	Fibroblasts	Inner margin	106.049688157328
HumanMelanomaPatient1__cell_7419	4016.9684962085	-6569.7801052055	Fibroblast	Fibroblasts	Inner margin	45.9520447046203
HumanMelanomaPatient1__cell_7421	3876.12086342645	-6571.77716855804	Fibroblast	Fibroblasts	Inner margin	86.3469417369687
HumanMelanomaPatient1__cell_7425	3972.35895073112	-6579.5796373033	Fibroblast	Fibroblasts	Inner margin	44.8400935477407
HumanMelanomaPatient1__cell_7426	3829.54422430658	-6575.57858919328	Fibroblast	Fibroblasts	Inner margin	106.73926795329
HumanMelanomaPatient1__cell_7430	4141.65942781319	-6579.86477309423	Fibroblast	Fibroblasts	Outer margin	-38.4143742625362
HumanMelanomaPatient1__cell_7437	3885.34919800417	-6584.92185093357	Fibroblast	Fibroblasts	Inner margin	87.1877704929863
HumanMelanomaPatient1__cell_7445	4106.77568713402	-6588.41342124961	Fibroblast	Fibroblasts	Outer margin	-38.6755498688452
HumanMelanomaPatient1__cell_7448	4136.93386693161	-6589.80714653958	Fibroblast	Fibroblasts	Outer margin	-41.1300084175999
HumanMelanomaPatient1__cell_7461	3805.40699980726	-6599.42782725724	Fibroblast	Fibroblasts	Inner margin	140.381977185345
HumanMelanomaPatient1__cell_7470	3819.28866954336	-6606.58395090347	Fibroblast	Fibroblasts	Inner margin	135.492510370877
HumanMelanomaPatient1__cell_7473	4087.18595518394	-6601.00150054365	Fibroblast	Fibroblasts	Outer margin	-42.0290065939107
HumanMelanomaPatient1__cell_7474	4131.55179846121	-6606.24779880273	Fibroblast	Fibroblasts	Outer margin	-53.9588952057202
HumanMelanomaPatient1__cell_7476	3934.59832474586	-6607.84187483313	Fibroblast	Fibroblasts	Inner margin	37.8825475345883
HumanMelanomaPatient1__cell_7483	3789.61533266862	-6610.83711692299	Fibroblast	Fibroblasts	Inner margin	158.7311638251
HumanMelanomaPatient1__cell_7484	3801.45718516148	-6612.40951539566	Fibroblast	Fibroblasts	Inner margin	149.749685132389
HumanMelanomaPatient1__cell_7509	3801.20868805506	-6625.27398892374	Fibroblast	Fibroblasts	Inner margin	149.188749315573
HumanMelanomaPatient1__cell_7510	4091.54007679443	-6625.56996111756	Fibroblast	Fibroblasts	Outer margin	-63.9232901260268
HumanMelanomaPatient1__cell_7519	4025.92188488046	-6630.33929678528	Fibroblast	Fibroblasts	Outer margin	-54.8550325068322
HumanMelanomaPatient1__cell_7523	4220.79009690507	-6637.6990999003	Fibroblast	Fibroblasts	Outer margin	-106.612120735398
HumanMelanomaPatient1__cell_7528	3800.55532206271	-6635.04701047898	Fibroblast	Fibroblasts	Inner margin	148.149156896462
HumanMelanomaPatient1__cell_7531	3965.90183418749	-6642.49950699331	Fibroblast	Fibroblasts	Outer margin	-31.2528625423577
HumanMelanomaPatient1__cell_7533	3999.63419282453	-6639.72187865679	Fibroblast	Fibroblasts	Outer margin	-53.8188623473473
HumanMelanomaPatient1__cell_7536	4014.73875936547	-6641.47080648883	Fibroblast	Fibroblasts	Outer margin	-57.9442738021159
HumanMelanomaPatient1__cell_7538	4105.30382531506	-6644.81807969217	Fibroblast	Fibroblasts	Outer margin	-82.2376521662161
HumanMelanomaPatient1__cell_7540	4196.94461584654	-6644.82907085685	Fibroblast	Fibroblasts	Outer margin	-102.592754902263
HumanMelanomaPatient1__cell_7541	4028.57813634849	-6649.26105115905	Fibroblast	Fibroblasts	Outer margin	-59.1471116343015
HumanMelanomaPatient1__cell_7544	3949.94002641735	-6642.47884348706	Fibroblast	Fibroblasts	Outer margin	-19.406453915888
HumanMelanomaPatient1__cell_7546	3851.33164301601	-6647.107589737	Fibroblast	Fibroblasts	Inner margin	98.7169619106668
HumanMelanomaPatient1__cell_7550	4046.34305023723	-6649.55676761254	Fibroblast	Fibroblasts	Outer margin	-70.8174411820043
HumanMelanomaPatient1__cell_7560	3986.8650927683	-6655.12848967591	Fibroblast	Fibroblasts	Outer margin	-37.5919122462695
HumanMelanomaPatient1__cell_7561	3854.80372277782	-6657.32045567886	Fibroblast	Fibroblasts	Inner margin	96.2870174148345
HumanMelanomaPatient1__cell_7565	4156.21419137218	-6658.74944813406	Fibroblast	Fibroblasts	Outer margin	-108.139485968339
HumanMelanomaPatient1__cell_7566	3971.88213967459	-6659.76229246747	Fibroblast	Fibroblasts	Outer margin	-29.6895961488203
HumanMelanomaPatient1__cell_7571	3991.96227868004	-6661.61940229714	Fibroblast	Fibroblasts	Outer margin	-34.4524594419562
HumanMelanomaPatient1__cell_7572	4133.75085081982	-6663.0675545961	Fibroblast	Fibroblasts	Outer margin	-108.911316371526
HumanMelanomaPatient1__cell_7575	3958.73568748449	-6665.09591973463	Fibroblast	Fibroblasts	Outer margin	-24.2757016265654
HumanMelanomaPatient1__cell_7578	3927.67881475047	-6662.59736258984	Fibroblast	Fibroblasts	Inner margin	30.0052721328529
HumanMelanomaPatient1__cell_7579	4163.07982394372	-6667.2006264425	Fibroblast	Fibroblasts	Outer margin	-118.840710785388
HumanMelanomaPatient1__cell_7580	4234.79455755258	-6667.26640198307	Fibroblast	Fibroblasts	Outer margin	-138.925187232674
HumanMelanomaPatient1__cell_7589	3861.46296221296	-6672.74248617728	Fibroblast	Fibroblasts	Inner margin	93.5097800185042
HumanMelanomaPatient1__cell_7592	3836.60516997128	-6674.4740117324	Fibroblast	Fibroblasts	Inner margin	117.764512807123
HumanMelanomaPatient1__cell_7599	3851.9255891059	-6678.2518549011	Fibroblast	Fibroblasts	Inner margin	104.338575163308
HumanMelanomaPatient1__cell_7601	4190.88656850949	-6680.68459746388	Fibroblast	Fibroblasts	Outer margin	-135.795451877805
HumanMelanomaPatient1__cell_7602	4032.72937129526	-6677.27020316723	Fibroblast	Fibroblasts	Outer margin	-53.9244925807388
HumanMelanomaPatient1__cell_7604	4248.83468783187	-6680.03077719784	Fibroblast	Fibroblasts	Outer margin	-155.17349386111
HumanMelanomaPatient1__cell_7606	3929.41781870373	-6679.02389713305	Fibroblast	Fibroblasts	Inner margin	32.4580650109761
HumanMelanomaPatient1__cell_7611	4203.95558367812	-6689.0563724468	Fibroblast	Fibroblasts	Outer margin	-146.959987793524
HumanMelanomaPatient1__cell_7613	4156.05565787534	-6686.9734035058	Fibroblast	Fibroblasts	Outer margin	-133.671344582182
HumanMelanomaPatient1__cell_7614	3921.84608815833	-6690.93164853446	Fibroblast	Fibroblasts	Inner margin	45.0369561700496
HumanMelanomaPatient1__cell_7619	3854.49799346014	-6692.75037031356	Fibroblast	Fibroblasts	Inner margin	107.843708635861
HumanMelanomaPatient1__cell_7623	4095.87318484074	-6695.34083792286	Fibroblast	Fibroblasts	Outer margin	-110.640232281502
HumanMelanomaPatient1__cell_7625	3845.42301110485	-6697.83435877573	Fibroblast	Fibroblasts	Inner margin	117.445158886869
HumanMelanomaPatient1__cell_7634	4061.59455599229	-6698.5870678264	Fibroblast	Fibroblasts	Outer margin	-76.2204550139557
HumanMelanomaPatient1__cell_7636	4243.8895324991	-6699.59912290711	Fibroblast	Fibroblasts	Outer margin	-172.508209109107
HumanMelanomaPatient1__cell_7641	4057.90156056781	-6704.25237195435	Fibroblast	Fibroblasts	Outer margin	-72.3853261018801
HumanMelanomaPatient1__cell_7642	3863.81093125592	-6708.40085350619	Fibroblast	Fibroblasts	Inner margin	96.6323003662291
HumanMelanomaPatient1__cell_7644	4141.58033888589	-6704.99772269234	Fibroblast	Fibroblasts	Outer margin	-146.422631971804
HumanMelanomaPatient1__cell_7647	4108.46662819271	-6707.0813788275	Fibroblast	Fibroblasts	Outer margin	-123.001665170654
HumanMelanomaPatient1__cell_7648	3906.51547500806	-6706.04912938582	Fibroblast	Fibroblasts	Inner margin	58.6569518597111
HumanMelanomaPatient1__cell_7649	3926.65544971393	-6706.37250823938	Fibroblast	Fibroblasts	Inner margin	47.4011497402848
HumanMelanomaPatient1__cell_7656	3874.86844572343	-6717.61613329825	Fibroblast	Fibroblasts	Inner margin	87.4518065758966
HumanMelanomaPatient1__cell_7658	4144.76283498025	-6716.79458560085	Fibroblast	Fibroblasts	Outer margin	-157.551130060817
HumanMelanomaPatient1__cell_7662	4153.16502963714	-6714.29025032276	Fibroblast	Fibroblasts	Outer margin	-159.081338173844
HumanMelanomaPatient1__cell_7672	3848.7184242054	-6724.97389697046	Fibroblast	Fibroblasts	Inner margin	111.0762942471
HumanMelanomaPatient1__cell_7674	3884.28322885209	-6722.9049199852	Fibroblast	Fibroblasts	Inner margin	78.7518215350036
HumanMelanomaPatient1__cell_7678	4218.96372105943	-6730.34581606156	Fibroblast	Fibroblasts	Outer margin	-190.789349608615
HumanMelanomaPatient1__cell_7685	3886.56989631788	-6728.00670437867	Fibroblast	Fibroblasts	Inner margin	74.5124683656728
HumanMelanomaPatient1__cell_7689	3936.05451832622	-6730.43966812228	Fibroblast	Fibroblasts	Inner margin	32.0383773211121
HumanMelanomaPatient1__cell_7692	3984.3037344915	-6737.00738470823	Fibroblast	Fibroblasts	Outer margin	-27.5253813832834
HumanMelanomaPatient1__cell_7694	4232.97518374434	-6740.22771836442	Fibroblast	Fibroblasts	Outer margin	-204.525350034067
HumanMelanomaPatient1__cell_7700	4050.06451772306	-6741.76725641741	Fibroblast	Fibroblasts	Outer margin	-75.1188731586953
HumanMelanomaPatient1__cell_7702	3854.86560166614	-6738.98403489494	Fibroblast	Fibroblasts	Inner margin	103.936097184037
HumanMelanomaPatient1__cell_7713	3973.47161917651	-6744.04632058175	Fibroblast	Fibroblasts	Outer margin	-24.6929525632373
HumanMelanomaPatient1__cell_7716	4202.22046408767	-6749.42054884179	Fibroblast	Fibroblasts	Outer margin	-203.083455375277
HumanMelanomaPatient1__cell_7720	4134.88528839366	-6747.85849521706	Fibroblast	Fibroblasts	Outer margin	-157.285659209739
HumanMelanomaPatient1__cell_7723	4196.79060606935	-6751.35485418457	Fibroblast	Fibroblasts	Outer margin	-202.731508787117
HumanMelanomaPatient1__cell_7732	4107.7801179201	-6755.40905654181	Fibroblast	Fibroblasts	Outer margin	-133.925064085835
HumanMelanomaPatient1__cell_7733	3855.09897711926	-6755.67733971394	Fibroblast	Fibroblasts	Inner margin	102.659812569754
